DEBUG_acc_threshold_horizontal
DEBUG_ultra_distance_10
DEBUG_ultra_distance_11
DEBUG_ultra_i_gear_state
DEBUG_ultra_left_point_1_x
DEBUG_ultra_left_point_1_y
DEBUG_ultra_left_point_2_x
DEBUG_ultra_left_point_2_y
DEBUG_ultra_left_point_3_x
DEBUG_ultra_left_point_3_y
DEBUG_ultra_right_point_1_x
DEBUG_ultra_right_point_1_y
DEBUG_ultra_right_point_2_x
DEBUG_ultra_right_point_2_y
DEBUG_ultra_right_point_3_x
DEBUG_ultra_right_point_3_y
DEBUG_ultra_total_step
DEBUG_ultra_vehicle_pos_x
DEBUG_ultra_vehicle_pos_y
DEBUG_ultra_vehicle_yaw
DEBUG_ultrasonic_distance_0
DEBUG_ultrasonic_distance_1
DEBUG_ultrasonic_distance_2
DEBUG_ultrasonic_distance_3
DEBUG_ultrasonic_distance_4
DEBUG_ultrasonic_distance_5
DEBUG_ultrasonic_distance_6
DEBUG_ultrasonic_distance_7
DEBUG_ultrasonic_distance_8
DEBUG_ultrasonic_distance_9
DEBUG_ultrasonic_distance_10
DEBUG_ultrasonic_distance_11
DEBUG_ultrasonic_high_order
DEBUG_under_free_flag
DEBUG_undo_command
DEBUG_undo_status
DEBUG_opposite_space_distance
DEBUG_total_A_x
DEBUG_total_A_y
DEBUG_total_B_x
DEBUG_total_B_y
DEBUG_total_C_x
DEBUG_total_C_y
DEBUG_total_D_x
DEBUG_total_D_y
DEBUG_uss_bx
DEBUG_uss_by
DEBUG_uss_cx
DEBUG_uss_cy
DEBUG_vehicle_obstacle_flag
DEBUG_vehicle_type
DEBUG_vehicle_type_check_sum
DEBUG_obstacle_alarm_flag
DEBUG_shuiping_dunzi_flag
DR_Position_Veh_theta
DR_Position_Veh_x
DR_Position_Veh_y
_1_
_0_
_2_
_4_
_5_
_6_
_7_
_8_
_9_
_10_
_11_
_12_
_13_
